"Name","adamw_lr","adamw_weight_decay","alpha","muon_lr","muon_momentum","muon_weight_decay","test/accuracy","test/combined_score","test/macro_f1","test/pearson","test/weighted_f1","train/batch_perplexity","train/loss","train/raw_grad_norm","val/accuracy","val/combined_score","val/macro_f1","val/pearson","val/weighted_f1"
"comic-sweep-78","0.0017059170792647364","0.051715882503894056","0.05807306958491688","0.00034333641467128794","0.9697002080225736","0.032576766414073824","0.8759894459102903","0.8823352375764775","0.8679233524027792","0.8886810292426647","0.8759724998762461","1.2002301216125488","0.18251334130764008","7.041664384539733","0.846","0.8639957990079372","0.8430539588752235","0.8819915980158743","0.8465235965447481"
"cosmic-sweep-50","0.0016540742075134523","0.04764786267248204","0.04831746457117703","0.00033907047837832975","0.9724695461843612","0.04757990230943964","0.8770042622285367","0.8810314003704449","0.8699714668829425","0.885058538512353","0.8770195068615103","1.2606583833694458","0.23163416981697085","7.421241879838156","0.842","0.8596258866294144","0.8405691746897435","0.877251773258829","0.8426782375201737"
"worthy-sweep-45","0.001235294493698666","0.03917090157733482","0.0626969996688749","0.00034573090125938227","0.9722373517478688","0.031535028039954595","0.8729449969555511","0.8809473712595945","0.8664485938592502","0.8889497455636379","0.8731682295475357","1.131889581680298","0.12388849258422852","4.537749937492124","0.852","0.8674352785923674","0.8454287952181955","0.8828705571847347","0.8530671821436344"
"whole-sweep-43","0.001202882580404435","0.0447595242709866","0.12202687086395904","0.0003599610992680504","0.9716926233384988","0.024260744360204815","0.8727420336919017","0.8807810641400584","0.8669733405067337","0.8888200945882152","0.8730072067604955","1.1373350620269775","0.12868784368038175","4.8826197605726875","0.854","0.8685616149429334","0.8481980607419709","0.8831232298858669","0.8551333205594942"
"dry-sweep-95","0.0016064203464219095","0.04283370379274543","0.046419365120255046","0.0004721658366465088","0.9726059557795949","0.06512882124251833","0.8741627765374467","0.8804855216291578","0.8667582848836067","0.8868082667208689","0.8742997357193798","1.1800707578659058","0.16557446122169495","8.36262272447934","0.862","0.8732099786752137","0.8590514354043067","0.8844199573504274","0.8628318582372032"
"scarlet-sweep-68","0.0012548196265507207","0.0551898994548171","0.04574463832698399","0.00036479261729179864","0.9689493369673888","0.029385279590515793","0.872133143900954","0.8802592802662735","0.866267927322648","0.8883854166315931","0.8725625848645541","1.1174827814102173","0.1110786199569702","4.115877962702572","0.854","0.8669880788146138","0.8488073863368907","0.8799761576292277","0.855449591478545"
"sunny-sweep-93","0.0008715146709157469","0.03674844372947277","0.1005863798092402","0.0007076792987571989","0.9256696132228228","0.0384928774186107","0.8723361071646032","0.8798996544178914","0.8662017294266646","0.8874632016711795","0.8726113798759947","1.2003358602523804","0.1826014369726181","8.042942801854641","0.866","0.8745830485867275","0.8649345273346135","0.8831660971734551","0.8669426183084185"
"jolly-sweep-69","0.0018043131395834632","0.04292077274713588","0.03762676336197554","0.00036978831563702906","0.9715860006863822","0.05574194674364149","0.8735538867464989","0.8798152384896538","0.8664386161573215","0.8860765902328086","0.8738804120431869","1.1755682229995728","0.16175168752670288","8.505714821572193","0.856","0.8684173371331523","0.8512846909416337","0.8808346742663046","0.8571380991062282"
"frosty-sweep-28","0.001170826737352558","0.04342306729585001","0.1194936989177588","0.0004010009294899266","0.9554047127004676","0.039198361695873034","0.8707124010554089","0.8797428353452166","0.8655956064471827","0.8887732696350243","0.8711468992235333","1.11827552318573","0.11178775131702424","3.9293958850586206","0.85","0.8663245505881585","0.8435524839033611","0.8826491011763171","0.851156831472621"
"chocolate-sweep-37","0.0013213525972691812","0.04445685907592562","0.1481798472704188","0.000383234850492211","0.9635904422647792","0.041612284014753254","0.8709153643190582","0.8796027104847561","0.8649919284833288","0.8882900566504539","0.8713710946262252","1.1315841674804688","0.12361857295036316","5.368544561629605","0.85","0.8655138538215421","0.844021711754055","0.8810277076430841","0.8511431388437718"
"lilac-sweep-120","0.001350900072178446","0.0361511062772447","0.1101320568157575","0.0003859061854294881","0.9682043991741024","0.028775594742330865","0.8719301806373047","0.8795104290519459","0.8665934494830058","0.8870906774665871","0.8724976306135169","1.1295512914657593","0.12182051688432692","5.81202872126239","0.85","0.8665167529564379","0.84879823671139","0.8830335059128759","0.8513375355714962"
"driven-sweep-62","0.0012140748017463604","0.037753143843462705","0.11160889857393128","0.0003079725603009989","0.9640763112877586","0.0274551875334255","0.8707124010554089","0.8794664806677175","0.8644400453834594","0.888220560280026","0.8712665937710659","1.132346510887146","0.12429211288690568","4.387871759365682","0.858","0.8704905991480199","0.8524530279948236","0.8829811982960398","0.8593245663177552"
"amber-sweep-79","0.001226600563080736","0.05434379386744869","0.07349029136195183","0.0003168648956409182","0.9649092300294192","0.0248811716313009","0.8703064745281104","0.8794502662222904","0.8645991566613122","0.8885940579164704","0.8708804468926592","1.1316174268722534","0.1236480474472046","4.646955955026666","0.858","0.8704432762638862","0.8524530279948236","0.8828865525277724","0.8593245663177552"
"twilight-sweep-7","0.0010767215865938658","0.049740868514963656","0.12478541973780129","0.000537862442361694","0.92911219929699","0.032961208334992914","0.8705094377917597","0.8793044827241441","0.8640525634504043","0.8880995276565284","0.8709506771350847","1.107651710510254","0.10224220156669615","4.3041052277507035","0.862","0.8731829402672593","0.855762767814885","0.8843658805345186","0.8630273830404124"
"drawn-sweep-47","0.0018538396462803792","0.04902283818644779","0.05831928633546741","0.0003242491636147382","0.9704279046007368","0.0328112588620251","0.8725390704282525","0.8792868419837431","0.8657537595140218","0.8860346135392336","0.8729342071149003","1.1995733976364136","0.18196597695350647","8.038870819566954","0.848","0.8641008149798501","0.8450947658172746","0.8802016299597003","0.8491756579268328"
"playful-sweep-15","0.0012709980991458562","0.04064582440111099","0.12948134107979994","0.0005551390183785994","0.9401804021087042","0.039280990501583374","0.8725390704282525","0.8792105587807459","0.8648423205214688","0.8858820471332394","0.8728024464184087","1.1287333965301514","0.1210961639881134","6.246085113453456","0.858","0.8684669787630364","0.8529579685573676","0.8789339575260727","0.8586736616769538"
"ethereal-sweep-110","0.0017643099107538156","0.04660629322117717","0.028255063648634587","0.0003238181574121764","0.9656615211645196","0.0804061066775219","0.8715242541100061","0.879042642891698","0.866228038446","0.88656103167339","0.8721890177967271","1.1642544269561768","0.15208084881305697","7.461141910370675","0.856","0.8674192226023363","0.8531396506763942","0.8788384452046727","0.8574328810538487"
"pious-sweep-97","0.0016279535099247857","0.04317487040905128","0.0341102951189041","0.0005746391525920633","0.9721494237282008","0.08201356170773393","0.8715242541100061","0.8789588487813426","0.8670408237950312","0.886393443452679","0.8722470738257703","1.085302472114563","0.08185866475105286","3.0861345900365076","0.848","0.8654820551353966","0.8499911273305223","0.882964110270793","0.8495481303742338"
"volcanic-sweep-46","0.001690059163963869","0.03082106878633292","0.05973016743960766","0.0004229838701966995","0.970962573310168","0.03208715201678725","0.8674649888370205","0.8787070838420451","0.8621858585042902","0.8899491788470697","0.868214642272143","1.0997800827026367","0.0951102450489998","4.279094820971635","0.84","0.8620477829483773","0.8380898253021015","0.8840955658967544","0.8417267892664312"
"iconic-sweep-40","0.0008881700109076606","0.03934852134135594","0.10560144018767856","0.00033994592240526895","0.9638693733767936","0.029383959552723268","0.8707124010554089","0.8786734790259462","0.8640123107657214","0.8866345569964834","0.871183192422921","1.122763991355896","0.11579348146915436","4.2660804612996595","0.854","0.8693920962871909","0.8498804260488425","0.8847841925743819","0.8549140895433721"
"faithful-sweep-49","0.0012855274974818032","0.04035543344079304","0.0923842594929204","0.0003252509195972045","0.9609494665212532","0.04576854597620574","0.8705094377917597","0.8786490700324813","0.8635896390534031","0.8867887022732028","0.8708515798302693","1.0827479362487793","0.07950219511985779","3.439123966265156","0.858","0.8685015032525198","0.857271588346507","0.8790030065050396","0.8592023726111022"
"solar-sweep-24","0.00106962247002295","0.03975270377519037","0.09808835307451812","0.00046535124220433474","0.9284247293363652","0.041835418237019105","0.8694946214735133","0.8785055219223755","0.8635973529626829","0.8875164223712377","0.8701481535221312","1.095866084098816","0.09154503792524338","3.615662273845514","0.858","0.8696854329092922","0.852017402017402","0.8813708658185844","0.8592205128205128"
"comic-sweep-1","0.0014950045664368391","0.03430017960772106","0.08773811779686681","0.00031293329941540815","0.927636819664453","0.031040922258017245","0.8688857316825654","0.8783212349589335","0.8637528440994823","0.8877567382353018","0.8695846593050397","1.1098655462265017","0.10423889756202698","3.769443371584474","0.858","0.8708334454751006","0.8550223370060891","0.8836668909502012","0.8592608015828552"
"playful-sweep-10","0.0011551456812424418","0.05426497813286455","0.11587733465274966","0.00031642686699474766","0.9436960710116364","0.037386877397530514","0.8688857316825654","0.8782864521636174","0.863434308240849","0.8876871726446695","0.8697126046035744","1.1351845264434814","0.1267952024936676","4.393093816535288","0.856","0.8702589041457767","0.8542749231296286","0.8845178082915532","0.857380667154464"
"swept-sweep-39","0.001552536420415621","0.044387169490895224","0.1434426148490094","0.0005447185736000518","0.9713873327978708","0.026380723482952975","0.8723361071646032","0.8782072175853755","0.8655793015775194","0.8840783280061476","0.8726814178888999","1.1781530380249023","0.1639479696750641","8.509351333994168","0.856","0.8707364117540826","0.8539995986995859","0.8854728235081651","0.8567325480207402"
"dashing-sweep-54","0.00155130394198889","0.0519768503566063","0.04298179279253804","0.00036287525948501407","0.9618878622694474","0.06346253738606851","0.8705094377917597","0.878059754281897","0.8657948775060427","0.8856100707720342","0.8712439557316604","1.1872159242630005","0.17161092162132263","8.721194522203191","0.834","0.8558131187897158","0.8346292185715211","0.8776262375794315","0.8361716679671817"
"neat-sweep-21","0.0011732907978258076","0.03995332791296459","0.10743476312681734","0.0003982293331172675","0.9407019816215788","0.03636277320999975","0.8676679521006698","0.8779534741540922","0.8630065835852866","0.8882389962075145","0.8685210804289438","1.119054675102234","0.1124843806028366","4.037361220907128","0.856","0.869429671078815","0.8505645913228239","0.88285934215763","0.8573874514571159"
"drawn-sweep-106","0.0013385716607200516","0.055243706334396646","0.051080795875984304","0.0003840410741436376","0.9712088996770358","0.03314622242592792","0.8690886949462148","0.8779243975339212","0.8632333603553198","0.8867601001216275","0.8696150439898309","1.1350367069244385","0.12666496634483335","7.660329722538456","0.856","0.8679134785176288","0.8535283888082663","0.8798269570352575","0.8571888954613734"
"rich-sweep-84","0.001402454930749588","0.026901059705817992","0.1251864647337377","0.0003213647753952523","0.9294945851278086","0.03358169061009955","0.8680738786279684","0.8779008448772272","0.8620183246359298","0.887727811126486","0.8686919673926269","1.1147123575210571","0.10859648883342744","4.226446716201997","0.864","0.8732327151642825","0.8597849915669743","0.8824654303285651","0.8651146951077787"
"electric-sweep-85","0.0011460010807195686","0.0315796943195448","0.13982218254378392","0.00031205252057585066","0.9265789344208972","0.0304409449784204","0.8686827684189162","0.8777811278587341","0.8636160940622357","0.8868794872985519","0.8695456005360971","1.1257665157318115","0.11846420913934708","4.0813710745398515","0.856","0.8698315568271611","0.854147502978837","0.883663113654322","0.8576935875012514"
"zany-sweep-107","0.0011423820066278323","0.03831508561311525","0.130163013773751","0.0003249260182269435","0.96281791651199","0.048886582764868826","0.8672620255733712","0.8777411908977575","0.8620584719183414","0.8882203562221438","0.8680628963586452","1.1407952308654783","0.13172563910484314","4.51187562795335","0.854","0.8695942410797799","0.8522717689226228","0.8851884821595599","0.8554418722327641"
"polar-sweep-23","0.0007885021304951491","0.05042113057803946","0.0750793535018488","0.0006440704317565129","0.9254085648148586","0.03302372110670573","0.8676679521006698","0.8776846353930088","0.8622510455180133","0.8877013186853477","0.8683527810515235","1.1379215717315674","0.1292034387588501","8.138808899307621","0.852","0.8701309467106727","0.8492042214278636","0.8882618934213454","0.8534298874895246"
"frosty-sweep-26","0.0011468381004770204","0.05400507618085031","0.062319706669873805","0.0003440973431622384","0.94376893528161","0.03873329569410071","0.8666531357824234","0.8776259729317104","0.8615692092361261","0.8885988100809974","0.8675677441831937","1.133814811706543","0.12558788061141968","4.400174966110696","0.86","0.8722027973715283","0.8580271433300233","0.8844055947430566","0.8613866931479642"
"trim-sweep-35","0.0017267346309116924","0.0321037313056385","0.13394980466689987","0.0003196901046504212","0.9285910200831236","0.05196920817294822","0.8686827684189162","0.8776052639172877","0.8626012324723922","0.8865277594156591","0.8692628523740346","1.1440664529800415","0.1345890313386917","6.056859863925872","0.836","0.8575964310273546","0.8318819041818225","0.8791928620547093","0.8373071754649857"
"effortless-sweep-66","0.0014440150538193109","0.04344521152676312","0.03844058318011981","0.00032107371837401143","0.9631089128654008","0.04017549240008851","0.8660442459914756","0.8775949258140963","0.8611348002968762","0.8891456056367171","0.8669210636825141","1.1224932670593262","0.11555228382349014","4.46058939420024","0.856","0.8701998435045644","0.8523290718611931","0.8843996870091286","0.8574557963489403"
"deep-sweep-112","0.0006810440745328947","0.019819353394161777","0.014562478393963916","0.00039359918697962423","0.9277153454891168","0.08634373122304367","0.8699005480008118","0.8775492881483595","0.8653212786717934","0.8851980282959073","0.8705958812974786","1.1078146696090698","0.1023893505334854","5.731351905534365","0.85","0.8666611977388047","0.8482000692281066","0.8833223954776094","0.851661266874351"
"dauntless-sweep-11","0.00096019546854599","0.04338895205257069","0.14788622847102875","0.0005157664819161434","0.92554756805778","0.03697189955373896","0.8688857316825654","0.877542470219933","0.8630325924857988","0.8861992087573007","0.8695738300194308","1.0941884517669678","0.09001299738883972","4.16708208789376","0.854","0.8685588753773055","0.8521932339739199","0.8831177507546109","0.8553183690442849"
"dazzling-sweep-42","0.0008825471297272948","0.034543965180089106","0.11545299124914124","0.00036762080302032247","0.968499603742833","0.03223283566901473","0.8676679521006698","0.8775401157002669","0.8610643752552513","0.887412279299864","0.8682717449056595","1.1106040477752686","0.10490408539772034","3.810769514382555","0.86","0.8720670707103015","0.8575319166238211","0.884134141420603","0.8610206508580113"
"noble-sweep-31","0.0010717103521660383","0.04765404824203575","0.09533639912991192","0.00040947021503845346","0.928641819607036","0.026185325524630335","0.8674649888370205","0.8775378760680064","0.8615164052857293","0.8876107632989921","0.868245685367366","1.1121476888656616","0.10629298537969588","4.2069194007754245","0.848","0.8653259963576903","0.8416323216002591","0.8826519927153805","0.8493648083513736"
"radiant-sweep-6","0.0011447309615402709","0.03251863518111451","0.08327055105070155","0.00035506691080297955","0.9296414259439628","0.027924828733726988","0.8666531357824234","0.8773782781685524","0.8606479226145178","0.8881034205546813","0.8674082443495362","1.1260379552841189","0.11870523542165756","4.232520513738117","0.86","0.8723066481201284","0.8553983088562528","0.8846132962402568","0.8610329862038273"
"unique-sweep-81","0.0010189095567778915","0.04776485775841882","0.08550040303105431","0.00032044326491497847","0.9574765260972692","0.03256855292520843","0.867870915364319","0.8773671021321415","0.8620846966520297","0.886863288899964","0.8686456928222397","1.1227630376815796","0.1157926619052887","4.027904817729236","0.86","0.8728106789382215","0.8583505330424627","0.8856213578764429","0.8612110544232046"
"dainty-sweep-17","0.0013035403613770198","0.04967025500540628","0.09755430923384882","0.0007250099832022712","0.9358878822765376","0.034485270303752334","0.8680738786279684","0.87728511493121","0.8618498958128931","0.8864963512344516","0.8685809843989678","1.0974421501159668","0.09298216551542282","4.563902961925702","0.868","0.8738262854398333","0.8659776545741457","0.8796525708796666","0.8690947520315943"
"usual-sweep-18","0.001114343469069622","0.03414381775220131","0.10428959515290318","0.0004745212571897131","0.9381975825824658","0.04292730843891784","0.8664501725187741","0.8770783415257909","0.8615760523715089","0.8877065105328077","0.8673218388592111","1.1017340421676636","0.09688539057970048","3.615669897025442","0.848","0.8652359709133488","0.8426482090153463","0.8824719418266977","0.849387837323139"
"twilight-sweep-34","0.0010824202522943284","0.046626392005885656","0.12954571284580318","0.0003482054723293236","0.96078268881743","0.058016025040172337","0.8668560990460726","0.877030697357319","0.8623974000666045","0.8872052956685652","0.867711669006475","1.1299397945404053","0.12216440588235856","4.408729271134875","0.86","0.872688660139922","0.8590766968134077","0.8853773202798438","0.8614883487657646"
"helpful-sweep-105","0.0010340237604096196","0.051196092188193786","0.047348916913559504","0.000392930401730928","0.9695539418404996","0.04671908144712325","0.8672620255733712","0.8769758664845633","0.8625249698906045","0.8866897073957553","0.8680785704979407","1.1016907691955566","0.09684605896472932","3.8657533153021344","0.86","0.872342824041045","0.8575983985120033","0.88468564808209","0.861391081477278"
"zesty-sweep-36","0.0011198286207219083","0.04609354873980343","0.08313428562229944","0.0004947389597848137","0.9281012906017774","0.03772728188912992","0.867059062309722","0.8769454416099919","0.8607707146958677","0.8868318209102618","0.867763679805992","1.0985790491104126","0.0940176248550415","3.79604194095977","0.856","0.8694133893118641","0.8492193846408574","0.882826778623728","0.8570030039614001"
"fragrant-sweep-100","0.0009176945043092052","0.03224750997215477","0.05224447784487603","0.000367685142377036","0.9598816947222152","0.03099535396976622","0.8664501725187741","0.8769452181492425","0.8606639958961982","0.8874402637797109","0.8672259039892221","1.1113122701644895","0.10554154217243196","3.903070358713047","0.854","0.8687678045919598","0.8526709205784945","0.8835356091839197","0.8553988968669328"
"balmy-sweep-91","0.001565169708360887","0.025164184085322856","0.07308879291458728","0.0003762175139228036","0.9720253156661852","0.031590621966577914","0.8682768418916176","0.8768725862582938","0.8636926022518224","0.8854683306249701","0.8689317819858807","1.211120367050171","0.1915459036827087","9.757169927288732","0.842","0.8598739412145556","0.840754549914558","0.8777478824291113","0.8435446542383063"
"morning-sweep-16","0.001114204143253842","0.050219987267618976","0.13857547205511347","0.0004711945949979755","0.933365078786048","0.0358376299306533","0.8660442459914756","0.8768591713151376","0.8611335472590338","0.8876740966387996","0.8669037332319918","1.1021872758865356","0.09729663282632828","3.6359192256339217","0.848","0.8649826509272868","0.8423273373306684","0.8819653018545736","0.849560293137908"
"pretty-sweep-70","0.0009539257680206728","0.03846373436012598","0.07769270556479227","0.00037176927474760865","0.9571425357970406","0.05156405103677532","0.8676679521006698","0.8768340279698982","0.8603104549608255","0.8860001038391265","0.8682049738733363","1.151003122329712","0.14063385128974917","5.847174073821683","0.85","0.8618795212361852","0.8508390810483623","0.8737590424723702","0.8519833457413076"
"rural-sweep-64","0.0014205385618225614","0.0527648746990323","0.0522639382377709","0.0003181681336155606","0.970806938467188","0.06286723768455037","0.8658412827278262","0.8768151105365016","0.8612577932665362","0.8877889383451771","0.866808771863916","1.1126288175582886","0.10672557353973389","4.08748924082893","0.842","0.8617337017178894","0.8427995311599817","0.881467403435779","0.8439659097681627"
"splendid-sweep-56","0.0008163947758112091","0.04215500373368086","0.07957472902531454","0.00033344001202020363","0.9605917724607094","0.04216596582772283","0.8684798051552669","0.8768144362808883","0.8618057941747078","0.8851490674065096","0.8691282282288636","1.1212763786315918","0.11446765065193176","4.132467670070303","0.858","0.8709336963613263","0.8543610013050243","0.8838673927226528","0.8592023496130936"
"dandy-sweep-87","0.0007140091591275344","0.05209855696826654","0.04817276216126121","0.00042273866532421177","0.9728834935492944","0.05169830262671104","0.8684798051552669","0.8768008698684002","0.8625883169313533","0.8851219345815337","0.8690356673102396","1.0927389860153198","0.08868739008903503","3.5740359659475733","0.848","0.8673799218646123","0.8462446719446172","0.8867598437292247","0.8490978606001741"
"snowy-sweep-27","0.001412838846281245","0.042862845316752454","0.03702770964056028","0.00042618965300462097","0.9289787299046972","0.029793399229583017","0.8650294296732292","0.8767224881137283","0.858857090113636","0.8884155465542274","0.8657777714706717","1.0985528230667114","0.09399376809597015","4.574461371794192","0.852","0.8674594813952263","0.8490551218745944","0.8829189627904526","0.8529930132972731"
"serene-sweep-51","0.0010987730026518435","0.04821930185634087","0.13889029689304563","0.0003543248156077609","0.9572416180601876","0.026652888377551347","0.8658412827278262","0.8764793401596699","0.8613546339752595","0.8871173975915135","0.8668039665439998","1.1332905292510986","0.1251254677772522","4.441558282331145","0.856","0.8702660763819734","0.8550768142044648","0.8845321527639468","0.8575268117392174"
"driven-sweep-38","0.0014739058588950655","0.039236187774570774","0.07871783180412992","0.00035618288083952895","0.9449053284381652","0.034650663731778816","0.8646235031459306","0.8764496524918841","0.8593450714805831","0.8882758018378377","0.8654121592397074","1.1041021347045898","0.09903240203857422","3.770183548261003","0.858","0.8703301311557312","0.8562474836208013","0.8826602623114624","0.859394019722889"
"hopeful-sweep-90","0.00135896225102157","0.044264033864199255","0.10418214076882236","0.00033731491831673045","0.952034935942246","0.04214457879672467","0.865638319464177","0.8764493253924183","0.86162614176785","0.8872603313206595","0.8666556627980739","1.1144497394561768","0.10836078226566316","4.292279968898432","0.852","0.8670076237156545","0.8514433141677724","0.8820152474313092","0.8537937903582485"
"happy-sweep-63","0.0015490398653941286","0.05145153509826639","0.03459943640547303","0.0003795494132380026","0.9683887489233836","0.047961748909196474","0.867059062309722","0.8764252511081065","0.862617013612787","0.885791439906491","0.8678052587500924","1.2064778804779053","0.18770529329776764","9.553479748164376","0.838","0.8580072894835011","0.8385804371532881","0.8780145789670024","0.839449528234792"
"solar-sweep-58","0.0008926323656596635","0.05001645942093492","0.10615913124451146","0.0003953362828227778","0.9663929301666336","0.03047745443519373","0.8652323929368785","0.8764053064983666","0.8597248578358915","0.8875782200598547","0.8659865269367626","1.114240288734436","0.10817281901836397","4.275638675002434","0.848","0.8646289966151024","0.8441690707229652","0.8812579932302047","0.8493707922290141"
"lemon-sweep-33","0.0011482192994957327","0.04124630289900771","0.11937148064888764","0.000530317505798512","0.953970449460176","0.04475480189128251","0.8658412827278262","0.8762452731153698","0.8611080758512499","0.8866492635029135","0.8666785058644574","1.1057772636413574","0.10054853558540344","3.6816924559958735","0.854","0.8688722586438753","0.8496259371491542","0.8837445172877507","0.855291358825437"
